userId,install_date,registration_date,gender,followings,media_source
633885b594c9c82f2a49cb1f,2022-10-01,2022-10-01,male,11,Organic
62c7fe95f902a11e86995198,2022-07-08,2022-07-08,male,14,snapchat_int
633a28f394c9c82f2a4a5765,2022-10-03,2022-10-03,iPreferNotToSay,6,Organic
633a1d6994c9c82f2a4a542b,2022-10-02,,iPreferNotToSay,,Organic
6334757038c52fb3346e6174,2022-09-28,2022-09-28,female,12,Organic
6339687d08aa4f2581ace0c7,2022-10-02,2022-10-02,iPreferNotToSay,,Organic
6336052e30b4f027e73ad6e6,2022-09-29,2022-09-30,iPreferNotToSay,,bytedanceglobal_int
6337eba294c9c82f2a49a39d,2022-10-01,2022-10-01,iPreferNotToSay,,Organic
62b91fd35f25bf573d04d3f0,2022-06-27,,iPreferNotToSay,,Organic
6290303ced71794c869612b2,2022-05-27,2022-05-27,male,39,Facebook Ads
62542878e4d2a7548c1ea29a,2022-04-11,2022-04-11,male,548,bytedanceglobal_int
632d6475db77211f79d60f8a,2022-09-23,2022-09-23,male,139,Organic
633a67c608aa4f2581ad348d,2022-10-03,2022-10-03,male,,bytedanceglobal_int
633ac57094c9c82f2a4a7b8b,2022-10-03,2022-10-03,male,12,Organic
6339091594c9c82f2a49f004,2022-10-02,,iPreferNotToSay,,Organic
633567f038c52fb3346e857d,2022-09-29,2022-10-07,male,531,Organic
62a31113f5953b0bab587aae,2022-06-10,2022-06-10,iPreferNotToSay,,googleadwords_int
627190035994ec94e527fc9b,2022-05-03,2022-05-03,male,11,googleadwords_int
632ce69db3a1336ae8e41f1c,2022-09-22,,iPreferNotToSay,,Organic
6275cb9006a26616c341d6bd,2022-05-07,2022-05-07,male,,googleadwords_int
63348e1c30b4f027e73aa19b,2022-09-28,2022-09-28,iPreferNotToSay,,Facebook Ads
625dc5973552db354bc2d946,2022-04-18,2022-04-18,iPreferNotToSay,909,Facebook Ads
629c88c6f5953bc56f552097,2022-06-05,2022-06-05,male,140,Organic
632f212b127d39f812884121,2022-09-24,2022-09-24,iPreferNotToSay,1,Organic
62afe0167a0cc5d6ea53258a,2022-06-20,,iPreferNotToSay,,Organic
6258cb51b21521858b0f7f4b,2022-04-15,2022-04-15,iPreferNotToSay,13,Organic
63141461f613be6dbfb7021c,2022-09-04,2022-09-04,male,124,restricted
6339f6f494c9c82f2a4a4658,2022-10-02,2022-10-02,male,,Organic
6280bbd4c219b615fad2a9db,2022-05-15,2022-05-15,male,509,googleadwords_int
6339305594c9c82f2a4a0dc3,2022-10-02,,iPreferNotToSay,,Organic
6339603c94c9c82f2a4a180d,2022-10-02,2022-10-02,iPreferNotToSay,,bytedanceglobal_int
63384df808aa4f2581ac910f,2022-10-01,2022-10-01,iPreferNotToSay,,Facebook Ads
6338005a08aa4f2581ac7f14,2022-10-01,,iPreferNotToSay,,Organic
633478c830b4f027e73a9cfe,2022-09-28,,iPreferNotToSay,,Organic
633a203e94c9c82f2a4a54cf,2022-10-02,2022-10-02,iPreferNotToSay,,bytedanceglobal_int
629670800301207c903b4ea6,2022-05-31,2022-05-31,iPreferNotToSay,17,Facebook Ads
6339d2ce94c9c82f2a4a359a,2022-10-02,2022-10-02,iPreferNotToSay,,Organic
633a91dc94c9c82f2a4a70a0,2022-10-03,2022-10-03,male,,Organic
63395f3394c9c82f2a4a1801,2022-10-02,2022-10-02,female,,Organic
63353f6830b4f027e73ac015,2022-09-29,2022-09-29,male,,Facebook Ads
633822a008aa4f2581ac85cc,2022-10-01,2022-10-01,iPreferNotToSay,,Organic
6338e9d394c9c82f2a49e7d1,2022-10-02,2022-10-02,male,,Facebook Ads
6338f2d108aa4f2581acc520,2022-10-02,2022-10-02,male,,Organic
62c31efe934b5e5fbcf06679,2022-07-04,2023-03-09,iPreferNotToSay,,Organic
63287287f4d17a48b33171df,2022-09-19,2022-10-03,male,,Organic
6338f7b608aa4f2581acc665,2022-10-02,2022-10-02,male,12,bytedanceglobal_int
63338a59d177d1461206a99e,2022-09-27,2022-09-27,iPreferNotToSay,14,Organic
6339187808aa4f2581acceef,2022-10-02,2022-10-02,iPreferNotToSay,,Organic
633aa98b94c9c82f2a4a74e6,2022-10-03,,iPreferNotToSay,,Organic
6339bf6908aa4f2581acf6fe,2022-10-02,2022-10-02,iPreferNotToSay,,Facebook Ads
63157296df484235fc68a659,2022-09-05,2022-09-05,iPreferNotToSay,413,bytedanceglobal_int
6338f01b08aa4f2581acc469,2022-10-02,,iPreferNotToSay,,Organic
627601845994ec96ff2b8331,2022-05-07,2022-05-07,iPreferNotToSay,56,bytedanceglobal_int
62b8aa9f4036685e6220335c,2022-06-26,2022-09-27,male,,Organic
63336a173750b1a9dc5c1578,2022-09-27,,iPreferNotToSay,,Organic
63360b7d38c52fb3346e9b02,2022-09-29,2022-09-29,iPreferNotToSay,,Organic
633a649c08aa4f2581ad33d2,2022-10-03,2022-10-03,male,,Facebook Ads
6338096708aa4f2581ac807b,2022-10-01,,iPreferNotToSay,,Organic
6333a58cd177d1647606b422,2022-09-28,2022-09-28,iPreferNotToSay,1280,Facebook Ads
6334c15330b4f027e73aab6d,2022-09-28,2022-09-28,male,240,Organic
62795d3006a26670d144a247,2022-05-09,2022-05-09,male,668,bytedanceglobal_int
62ee8e95ce2d96121e3f97ce,2022-08-06,2022-08-06,iPreferNotToSay,1361,Organic
6337b06f08aa4f2581ac6e01,2022-10-01,2022-10-01,male,1,Organic
63381a7f08aa4f2581ac83e1,2022-10-01,2022-10-01,iPreferNotToSay,,bytedanceglobal_int
633b1b8508aa4f2581ad5c1d,2022-10-03,2022-10-03,male,13,Organic
63371d7494c9c82f2a4968ff,2022-09-30,2022-10-04,iPreferNotToSay,267,Organic
6338ab4f08aa4f2581acaf41,2022-10-01,2022-10-01,male,,Organic
633b749e94c9c82f2a4aade0,2022-10-03,,iPreferNotToSay,,Organic
6339bf3d94c9c82f2a4a2e80,2022-10-02,2022-10-02,iPreferNotToSay,,bytedanceglobal_int
633b11a894c9c82f2a4a8cbb,2022-10-03,,iPreferNotToSay,,Organic
6335a8f130b4f027e73ac982,2022-09-29,2022-09-29,iPreferNotToSay,,Facebook Ads
62b9b7c35f25bf002604ece9,2022-06-27,,iPreferNotToSay,,Organic
62f78a99f85e2608968d2b51,2022-08-13,,iPreferNotToSay,,Organic
6338a8a408aa4f2581acae8c,2022-10-01,2022-10-01,iPreferNotToSay,,restricted
633a28d608aa4f2581ad1eed,2022-10-03,2022-10-03,male,,bytedanceglobal_int
633835e794c9c82f2a49b33c,2022-10-01,,iPreferNotToSay,,Organic
633a10bb08aa4f2581ad181a,2022-10-02,2022-10-02,iPreferNotToSay,,Facebook Ads
628c185ae0f1806d1acaac19,2022-05-23,2022-05-23,male,135,restricted
6337e94e94c9c82f2a49a347,2022-10-01,2022-10-22,iPreferNotToSay,,Facebook Ads
62982e54030120c4bc3bf015,2022-06-02,2022-06-19,iPreferNotToSay,27,Organic
633447533750b13c795c6c9c,2022-09-28,,iPreferNotToSay,,Organic
633ab06494c9c82f2a4a76b6,2022-10-03,2022-10-03,male,,Facebook Ads
6339e4e994c9c82f2a4a3dcd,2022-10-02,2022-10-02,iPreferNotToSay,,Organic
633b525f94c9c82f2a4aa20e,2022-10-03,,iPreferNotToSay,,Organic
627fb213e640be6d4bdecba2,2022-05-14,2022-05-14,male,272,bytedanceglobal_int
6339b9b294c9c82f2a4a2cc3,2022-10-02,2022-10-02,male,12,Organic
6339891c08aa4f2581ace8b2,2022-10-02,2022-10-02,iPreferNotToSay,,restricted
633a30a094c9c82f2a4a5904,2022-10-03,2022-10-03,male,23,Organic
633aa97f94c9c82f2a4a74e2,2022-10-03,2022-10-03,male,,Organic
628730cec219b615b4d5e91d,2022-05-20,2022-05-20,iPreferNotToSay,727,Organic
627205a106a266416d3ec14e,2022-05-04,2022-05-04,male,293,Organic
629fab0c030120f8833ee5a4,2022-06-07,2022-09-25,male,336,Organic
6328ccf4fafcf1701e1fb44a,2022-09-19,,iPreferNotToSay,,Organic
633a4b4208aa4f2581ad2bbf,2022-10-03,2022-10-03,iPreferNotToSay,,Facebook Ads
63380c9c08aa4f2581ac80f7,2022-10-01,2022-10-01,male,406,Organic
6244a53bed27fe04a67460a7,2022-03-30,2022-03-30,male,1687,bytedanceglobal_int
62f1395da92caa551a523824,2022-08-08,,iPreferNotToSay,,Organic
63381e6708aa4f2581ac8497,2022-10-01,2022-10-01,iPreferNotToSay,,Facebook Ads
62b3cff30c7c8d49b23832e1,2022-06-23,2022-06-23,iPreferNotToSay,90,Organic
63396a4708aa4f2581ace107,2022-10-02,,iPreferNotToSay,,Organic
633926b694c9c82f2a4a09aa,2022-10-02,2022-10-02,male,,restricted
633aa84108aa4f2581ad419d,2022-10-03,2022-10-03,iPreferNotToSay,,Facebook Ads
6338d0da08aa4f2581acbb7c,2022-10-01,,iPreferNotToSay,,Organic
6339804894c9c82f2a4a1ec9,2022-10-02,2022-10-02,male,14,Organic
62ccff88f902a121cb9be074,2022-07-12,2022-10-02,iPreferNotToSay,,Organic
62aad246b06e90288abf0d17,2022-06-16,2022-06-16,iPreferNotToSay,1726,googleadwords_int
6335128b38c52fb3346e7d03,2022-09-29,,iPreferNotToSay,,Organic
62a2f2fe0301206b7e405c7d,2022-06-10,,iPreferNotToSay,,Organic
633a7e3b94c9c82f2a4a6bff,2022-10-03,2022-10-03,male,,bytedanceglobal_int
62a9cc1db06e90a2bdbe5dba,2022-06-15,,iPreferNotToSay,,Organic
63243385fafcf1574d1e1d19,2022-09-16,2022-09-16,iPreferNotToSay,,Organic
633956a108aa4f2581acde48,2022-10-02,2022-10-02,iPreferNotToSay,2,Organic
63296e9ffafcf1684b1fee29,2022-09-20,2022-09-26,iPreferNotToSay,,Organic
63376f9b94c9c82f2a498161,2022-09-30,2022-09-30,male,12,Organic
633a01b994c9c82f2a4a49e2,2022-10-02,2022-10-02,male,,Organic
62d0edae0e91c254226815d0,2022-07-15,2022-07-15,iPreferNotToSay,2,Organic
63370b270c8ab2b1b94c36b9,2022-09-30,2022-09-30,iPreferNotToSay,383,Organic
6335f9fd30b4f027e73ad552,2022-09-29,,iPreferNotToSay,,Organic
62f7f892f85e2605be8d37a1,2022-08-13,2023-02-02,female,3,Organic
6337a75a08aa4f2581ac6b95,2022-10-01,2022-10-01,female,12,Organic
6337eece94c9c82f2a49a424,2022-10-01,2022-10-01,male,,Facebook Ads
6332b8903750b14a085becee,2022-09-27,,iPreferNotToSay,,Organic
63066c710632b35a462fd63b,2022-08-24,2022-08-24,female,3,Organic
633812a808aa4f2581ac825f,2022-10-01,2022-10-01,iPreferNotToSay,11,Organic
633a423394c9c82f2a4a5eb7,2022-10-03,,iPreferNotToSay,,Organic
6339bad094c9c82f2a4a2d0d,2022-10-02,2022-10-15,iPreferNotToSay,,bytedanceglobal_int
626ca8b5cbde3a6a4efce409,2022-04-30,2022-04-30,iPreferNotToSay,780,bytedanceglobal_int
630e477736b95fa600051e56,2022-08-30,2022-08-30,iPreferNotToSay,12,Organic
6339f1f794c9c82f2a4a424b,2022-10-02,2022-10-02,male,9,Organic
633846ca94c9c82f2a49b7d8,2022-10-01,2022-10-01,male,,Organic
633a7c5f94c9c82f2a4a6bad,2022-10-03,2022-10-03,iPreferNotToSay,,Organic
629e487af5953bb662563949,2022-06-06,2022-06-06,male,182,Facebook Ads
629f617e0301203f503ec164,2022-06-07,2022-06-07,iPreferNotToSay,87,Organic
629b125303012015763ce605,2022-06-04,2022-06-04,male,127,Facebook Ads
6337c23394c9c82f2a49999f,2022-10-01,2022-10-01,male,,Organic
62a69883ccee06805aea4528,2022-06-13,,iPreferNotToSay,,Organic
6339178808aa4f2581acce7d,2022-10-02,2022-10-02,male,,Facebook Ads
62d29dfd6d3b714b9fdd9aa1,2022-07-16,,iPreferNotToSay,,Organic
6337c54c08aa4f2581ac7303,2022-10-01,,iPreferNotToSay,,Organic
62dc016e0eb4335ba07c103b,2022-07-23,2022-07-23,male,6,googleadwords_int
6339df8294c9c82f2a4a39e0,2022-10-02,2022-10-02,female,18,Organic
63374ff408aa4f2581ac4a76,2022-09-30,2022-09-30,male,2,bytedanceglobal_int
633aabd308aa4f2581ad4254,2022-10-03,2022-10-03,male,,Organic
633a596794c9c82f2a4a63c8,2022-10-03,2023-05-06,male,,Organic
633b134a94c9c82f2a4a8d13,2022-10-03,2022-10-03,female,12,Organic
63381cab08aa4f2581ac8437,2022-10-01,2022-10-01,female,47,Organic
627b1dfc5994ec8c172f7536,2022-05-11,2022-05-11,male,293,Facebook Ads
6271c67206a26642bc3e887f,2022-05-04,2022-05-04,female,181,Facebook Ads
63381f3594c9c82f2a49ad23,2022-10-01,2022-10-01,male,,bytedanceglobal_int
63383bf208aa4f2581ac8c95,2022-10-01,2022-10-17,female,,Organic
633a9b4908aa4f2581ad3f85,2022-10-03,2022-10-03,iPreferNotToSay,,Organic
62184386ec3101b160c1f349,2022-02-25,2022-03-15,male,460,Organic
633411f63750b16dfa5c6472,2022-09-28,,iPreferNotToSay,,Organic
62a6553fccee067bc0ea12e7,2022-06-12,2022-06-12,male,115,googleadwords_int
6294de24f5953b145952356c,2022-05-30,2022-05-30,male,75,Facebook Ads
6339fe8494c9c82f2a4a4884,2022-10-02,2022-10-02,male,189,Organic
6272d7f106a2665a513f643f,2022-05-04,2022-05-04,male,227,Facebook Ads
6338bc7994c9c82f2a49dcd2,2022-10-01,,iPreferNotToSay,,Organic
6338361894c9c82f2a49b358,2022-10-01,2022-10-01,iPreferNotToSay,,Organic
62a6f639e7b384503988b629,2022-06-13,,iPreferNotToSay,,Organic
62ca8959f902a14bce9ae61e,2022-07-10,2022-07-10,female,3556,Organic
63368c0930b4f027e73aebcd,2022-09-30,,iPreferNotToSay,,Organic
62d8b1b5755b089e3d0b866e,2022-07-21,,iPreferNotToSay,,Organic
6339d38494c9c82f2a4a3610,2022-10-02,2022-10-02,iPreferNotToSay,,bytedanceglobal_int
633b2d7294c9c82f2a4a950a,2022-10-03,,iPreferNotToSay,,Organic
6337fb0994c9c82f2a49a5eb,2022-10-01,,iPreferNotToSay,,Organic
62f55116f85e2668a98c92ef,2022-08-11,2022-08-11,male,89,Facebook Ads
6335f4ca38c52fb3346e96d9,2022-09-29,,iPreferNotToSay,,Organic
6270212b06a26627443d58b4,2022-05-02,2022-06-22,iPreferNotToSay,956,Organic
633adf8994c9c82f2a4a81e9,2022-10-03,2022-10-03,iPreferNotToSay,12,Organic
62de74bd0eb43322d07cc282,2022-07-25,2022-09-28,female,147,Organic
627ed426c219b6d6ebd1c2d4,2022-05-13,2022-05-14,male,20,Organic
623d603466999d6c882cee0f,2022-03-25,2022-03-25,iPreferNotToSay,566,googleadwords_int
633a198c08aa4f2581ad1b0d,2022-10-02,2022-10-02,iPreferNotToSay,,bytedanceglobal_int
63394cf208aa4f2581acdca1,2022-10-02,2022-10-02,iPreferNotToSay,,Organic
6338200a08aa4f2581ac8520,2022-10-01,2022-10-01,male,,bytedanceglobal_int
633a115c94c9c82f2a4a4fe3,2022-10-02,,iPreferNotToSay,,Organic
633afe2b94c9c82f2a4a8862,2022-10-03,,iPreferNotToSay,,Organic
63382e3194c9c82f2a49b11b,2022-10-01,,iPreferNotToSay,,Organic
633b4d2294c9c82f2a4aa001,2022-10-03,2022-10-03,female,18,Organic
62afa5c67a0cc55f9a531883,2022-06-19,2022-06-19,female,20,Organic
63397d8094c9c82f2a4a1df9,2022-10-02,2022-10-02,female,2,Organic
6338775794c9c82f2a49c681,2022-10-01,,iPreferNotToSay,,Organic
62770d475994ec87232c36c7,2022-05-08,2022-05-08,female,67,Organic
63191c4176635ee8ec7dd60f,2022-09-07,,iPreferNotToSay,,Organic
63395b9b08aa4f2581acdf12,2022-10-02,2022-10-02,iPreferNotToSay,,Organic
633792a194c9c82f2a498d0f,2022-10-01,,iPreferNotToSay,,Organic
6339d4fe08aa4f2581acff10,2022-10-02,,iPreferNotToSay,,Organic
628990948da608287e5727d3,2022-05-22,2022-05-22,male,374,Organic
63397d9594c9c82f2a4a1dfd,2022-10-02,,iPreferNotToSay,,Organic
6339b7a308aa4f2581acf48c,2022-10-02,2022-10-02,female,,Organic
633b1f2c08aa4f2581ad5d26,2022-10-03,2022-10-03,male,,Organic
633abfcb94c9c82f2a4a7a4b,2022-10-03,2022-10-03,male,,Organic
6337aa4a08aa4f2581ac6cd4,2022-10-01,2022-10-01,female,,Facebook Ads
633adc9208aa4f2581ad4e4a,2022-10-03,2022-10-03,iPreferNotToSay,12,Organic
6339aef508aa4f2581acf25d,2022-10-02,2022-10-02,male,1,Organic
633883d294c9c82f2a49ca66,2022-10-01,2022-10-01,iPreferNotToSay,12,Organic
6339eb6d94c9c82f2a4a4014,2022-10-02,,iPreferNotToSay,,Organic
633aaaf394c9c82f2a4a7565,2022-10-03,2022-10-03,iPreferNotToSay,9,Organic
63305beb3750b1c3c75b3ef0,2022-09-25,2023-01-29,iPreferNotToSay,,Organic
6337b12a08aa4f2581ac6e18,2022-10-01,,iPreferNotToSay,,Organic
6337dffa08aa4f2581ac7a06,2022-10-01,2022-10-01,iPreferNotToSay,,Organic
633b170108aa4f2581ad5b00,2022-10-03,2022-10-03,male,12,Organic
633351b53750b132925c0cff,2022-09-27,,iPreferNotToSay,,Organic
633920b394c9c82f2a4a07eb,2022-10-02,2022-10-02,iPreferNotToSay,,bytedanceglobal_int
6328f634f4d17a45013197d5,2022-09-19,2022-09-19,male,,googleadwords_int
633238553750b1a09c5bc7c8,2022-09-26,,iPreferNotToSay,,Organic
63223cb076635e69fd810ef4,2022-09-14,2022-10-02,iPreferNotToSay,,Organic
62f69708f85e26b92a8cf76b,2022-08-12,2022-08-12,iPreferNotToSay,136,Organic
6337a80b08aa4f2581ac6be2,2022-10-01,2022-10-01,male,292,Organic
62bc4eb04578a938706077d1,2022-06-29,2022-06-29,male,224,Organic
62c5f531c9632c7bc4caef0f,2022-07-06,2022-07-06,iPreferNotToSay,,Organic
633a02a508aa4f2581ad129e,2022-10-02,2022-10-02,male,29,bytedanceglobal_int
62562dc0e4d2a76ef41fe5bb,2022-04-13,2022-10-01,iPreferNotToSay,,Organic
633a57a608aa4f2581ad2fba,2022-10-03,2022-10-03,iPreferNotToSay,,bytedanceglobal_int
625649cbe4d2a73cd31ff8c2,2022-04-13,2022-12-22,iPreferNotToSay,,Organic
62828a0bc219b65d8cd3dabd,2022-05-16,,iPreferNotToSay,,Organic
633a674d08aa4f2581ad346d,2022-10-03,2022-10-03,iPreferNotToSay,,bytedanceglobal_int
62ab72c81f305d73c901bd84,2022-06-16,2022-06-16,male,3,Facebook Ads
6338bb8894c9c82f2a49dc73,2022-10-01,2022-10-01,iPreferNotToSay,1,Facebook Ads
6339a1f694c9c82f2a4a2682,2022-10-02,2022-10-02,iPreferNotToSay,13,Facebook Ads
6338c61394c9c82f2a49df4e,2022-10-01,2022-10-01,male,12,bytedanceglobal_int
6339e53608aa4f2581ad0782,2022-10-02,,iPreferNotToSay,,Organic
6338c43d94c9c82f2a49debe,2022-10-01,2022-10-01,iPreferNotToSay,,Organic
63348ce338c52fb3346e659c,2022-09-28,2022-12-14,male,1,Organic
627d8f38e640be538ddde0c1,2022-05-12,2022-05-12,male,152,Facebook Ads
6334ed3438c52fb3346e77d0,2022-09-29,,iPreferNotToSay,,Organic
632dfdb3d177d1af2b04e469,2022-09-23,,iPreferNotToSay,,Organic
6338fe9108aa4f2581acc80a,2022-10-02,2022-10-02,iPreferNotToSay,12,Facebook Ads
63385fd508aa4f2581ac964b,2022-10-01,2022-10-01,female,2,Organic
6339f59608aa4f2581ad0e08,2022-10-02,2022-10-02,male,,Organic
633a283d94c9c82f2a4a5738,2022-10-03,2023-02-28,iPreferNotToSay,12,Organic
633a37c208aa4f2581ad22ee,2022-10-03,2022-10-03,female,21,Organic
633a95bb08aa4f2581ad3e5b,2022-10-03,2022-10-03,female,12,Organic
6337ba6008aa4f2581ac7013,2022-10-01,2022-10-01,female,,Facebook Ads
633742c194c9c82f2a49732c,2022-09-30,,iPreferNotToSay,,Organic
6258d4fce4d2a7bd3b21b027,2022-04-15,2022-04-15,iPreferNotToSay,222,bytedanceglobal_int
6339778008aa4f2581ace3f4,2022-10-02,2022-10-03,female,12,googleadwords_int
633b067f94c9c82f2a4a8a2f,2022-10-03,,iPreferNotToSay,,Organic
6281e517e640be82cde047d6,2022-05-16,2022-05-16,male,112,Organic
6339332e94c9c82f2a4a0eb1,2022-10-02,2022-10-02,male,,Organic
62cdb571f0713f80cba352f0,2022-07-12,2022-07-12,female,234,Organic
633b518f08aa4f2581ad6e19,2022-10-03,,iPreferNotToSay,,Organic
6338464494c9c82f2a49b7c9,2022-10-01,,iPreferNotToSay,,Organic
633344183750b123965c0437,2022-09-27,2022-09-27,iPreferNotToSay,789,Organic
62b5cb50987d64051b5e92a0,2022-06-24,2022-06-24,iPreferNotToSay,,googleadwords_int
6339ee8b94c9c82f2a4a40e6,2022-10-02,2022-10-02,iPreferNotToSay,12,Facebook Ads
62822dfee640befbdde0614c,2022-05-16,2022-05-16,male,3751,bytedanceglobal_int
62851af9e640be2afde1b846,2022-05-18,2022-05-18,iPreferNotToSay,9428,Organic
6339e62094c9c82f2a4a3e1a,2022-10-02,2022-10-02,iPreferNotToSay,,Facebook Ads
62767ec806a2663823424da6,2022-05-07,2022-05-07,male,881,snapchat_int
63336418d177d17eac067e0b,2022-09-27,,iPreferNotToSay,,Organic
63339ac83750b120ee5c40ba,2022-09-28,,iPreferNotToSay,,Organic
633acc0708aa4f2581ad4a52,2022-10-03,2022-10-03,iPreferNotToSay,,bytedanceglobal_int
631a8892e5b4827a4c410493,2022-09-09,2022-09-09,male,47,Organic
6334f97130b4f027e73ab7dc,2022-09-29,2022-10-02,female,26,Organic
6337bdd508aa4f2581ac711e,2022-10-01,,iPreferNotToSay,,Organic
633a3fd494c9c82f2a4a5e1f,2022-10-03,,iPreferNotToSay,,Organic
633b146794c9c82f2a4a8d68,2022-10-03,2023-02-25,iPreferNotToSay,404,Organic
6334ed6330b4f027e73ab5e6,2022-09-29,,iPreferNotToSay,,Organic
633af2ce08aa4f2581ad5325,2022-10-03,2022-10-03,iPreferNotToSay,12,Organic
6334db3330b4f027e73ab07c,2022-09-28,,iPreferNotToSay,,Organic
633a780408aa4f2581ad37c6,2022-10-03,2022-10-03,iPreferNotToSay,,bytedanceglobal_int
6339b05694c9c82f2a4a29b5,2022-10-02,2022-10-02,iPreferNotToSay,,Facebook Ads
63386cd394c9c82f2a49c27e,2022-10-01,2022-10-01,male,,Organic
6338335b94c9c82f2a49b285,2022-10-01,2022-10-01,iPreferNotToSay,12,Facebook Ads
6338a33c08aa4f2581acacc7,2022-10-01,2022-10-01,iPreferNotToSay,12,Facebook Ads
6339a50108aa4f2581acefdc,2022-10-02,2022-10-10,male,,Organic
63384c8a94c9c82f2a49b90c,2022-10-01,,iPreferNotToSay,,Organic
633a9dd908aa4f2581ad3fd5,2022-10-03,,iPreferNotToSay,,Organic
633537c830b4f027e73abf49,2022-09-29,,iPreferNotToSay,,Organic
6270038606a266be8d3d45b1,2022-05-02,2022-05-02,female,4082,bytedanceglobal_int
632e2b48127d39919387e84d,2022-09-23,2022-10-04,iPreferNotToSay,12,Organic
61fc1ed4d746f978b12e620c,2022-02-03,2022-10-18,iPreferNotToSay,,Organic
633248f0d177d1126206425c,2022-09-27,2022-09-27,male,20,bytedanceglobal_int
633493ec38c52fb3346e673f,2022-09-28,2022-09-28,male,9,Organic
628cd4f1e0f180388dcaf328,2022-05-24,2022-05-24,female,499,Facebook Ads
633916f994c9c82f2a49f3df,2022-10-02,,iPreferNotToSay,,Organic
633a059a94c9c82f2a4a4bca,2022-10-02,2022-10-02,iPreferNotToSay,,restricted
6338de1a08aa4f2581acbea1,2022-10-02,2022-10-03,male,,Organic
625ecfa33552db7cc1c388cf,2022-04-19,2022-05-08,iPreferNotToSay,193,Organic
627eb938c219b623acd1b049,2022-05-13,2022-05-13,iPreferNotToSay,129,bytedanceglobal_int
629fbafcf5953b693d56c841,2022-06-07,2022-09-20,female,284,Organic
63389c5d94c9c82f2a49d1f0,2022-10-01,2022-10-01,male,,bytedanceglobal_int
633ac4fc94c9c82f2a4a7b69,2022-10-03,,iPreferNotToSay,,Organic
63269828f4d17a94d3310365,2022-09-18,2022-09-18,iPreferNotToSay,,Organic
628d05c5e0f180f52bcb101d,2022-05-24,2022-05-24,female,168,Facebook Ads
6338718908aa4f2581ac9bf5,2022-10-01,2022-10-01,iPreferNotToSay,46,bytedanceglobal_int
6338c49a08aa4f2581acb799,2022-10-01,2022-10-01,iPreferNotToSay,,Organic
6339dac994c9c82f2a4a3869,2022-10-02,2022-10-02,iPreferNotToSay,,Facebook Ads
626c5b55cbde3a81a8fca7b1,2022-04-29,2022-04-29,iPreferNotToSay,289,googleadwords_int
631d19e676635e23ee7fad19,2022-09-10,2022-09-10,male,1542,Organic
628bae2489a18130b93a283a,2022-05-23,,iPreferNotToSay,,Organic
625720d3b2152190f00e10a7,2022-04-13,2023-04-23,iPreferNotToSay,,bytedanceglobal_int
626f2298cbde3aeedcfeac02,2022-05-02,2022-05-07,iPreferNotToSay,3227,googleadwords_int
632d48b0b3a1338aafe4493d,2022-09-23,2022-09-23,female,28,Organic
63316c2ed177d18131060559,2022-09-26,2022-09-26,male,,Organic
62c1637ffd0f99715179c4d6,2022-07-03,2023-01-01,male,25,Organic
623e4b2e66999d3d992d3e24,2022-03-25,2022-03-25,male,53,googleadwords_int
6337bed008aa4f2581ac7193,2022-10-01,2022-10-01,iPreferNotToSay,,Organic
631f4a72e5b482863742759f,2022-09-12,2022-09-12,male,23,Organic
